iter	Passed	Remaining
1665	80941	16227
1666	80984	16177
1667	81024	16127
1668	81064	16076
1669	81109	16027
1670	81152	15977
1671	81194	15928
1672	81238	15878
1673	81279	15828
1674	81327	15780
1675	81361	15728
1676	81407	15679
1677	81447	15629
1678	81491	15579
1679	81542	15531
1680	81580	15481
1681	81622	15431
1682	81673	15383
1683	81728	15336
1684	81777	15287
1685	81820	15238
1686	81860	15188
1687	81906	15139
1688	81954	15090
1689	82017	15044
1690	82063	14995
1691	82111	14947
1692	82161	14898
1693	82207	14849
1694	82253	14800
1695	82301	14752
1696	82352	14703
1697	82394	14654
1698	82442	14605
1699	82490	14557
1700	82539	14508
1701	82592	14461
1702	82642	14412
1703	82693	14364
1704	82746	14316
1705	82806	14270
1706	82850	14220
1707	82896	14172
1708	82943	14123
1709	83000	14076
1710	83056	14028
1711	83103	13980
1712	83149	13931
1713	83200	13882
1714	83246	13834
1715	83284	13783
1716	83327	13734
1717	83370	13684
1718	83408	13634
1719	83457	13586
1720	83502	13536
1721	83553	13488
1722	83594	13439
1723	83638	13389
1724	83679	13340
1725	83722	13290
1726	83765	13241
1727	83808	13192
1728	83848	13142
1729	83889	13092
1730	83936	13043
1731	83983	12995
1732	84025	12945
1733	84076	12897
1734	84128	12849
1735	84170	12800
1736	84221	12751
1737	84271	12703
1738	84311	12654
1739	84355	12604
1740	84410	12557
1741	84457	12508
1742	84505	12460
1743	84549	12410
1744	84595	12362
1745	84659	12315
1746	84705	12267
1747	84747	12217
1748	84788	12168
1749	84832	12118
1750	84881	12070
1751	84925	12021
1752	84975	11973
1753	85022	11924
1754	85072	11876
1755	85123	11828
1756	85177	11780
1757	85229	11732
1758	85281	11684
1759	85342	11637
1760	85382	11587
1761	85429	11539
1762	85480	11491
1763	85543	11444
1764	85579	11394
1765	85627	11345
1766	85674	11297
1767	85721	11248
1768	85768	11199
1769	85814	11151
1770	85857	11101
1771	85904	11053
1772	85948	11004
1773	85998	10955
1774	86052	10908
1775	86097	10859
1776	86143	10810
1777	86184	10760
1778	86233	10712
1779	86275	10663
1780	86324	10614
1781	86362	10565
1782	86411	10516
1783	86457	10467
1784	86507	10419
1785	86546	10370
1786	86596	10321
1787	86642	10272
1788	86692	10224
1789	86752	10177
1790	86802	10129
1791	86845	10080
1792	86897	10032
1793	86951	9984
1794	87000	9936
1795	87043	9886
1796	87093	9838
1797	87146	9790
1798	87189	9741
1799	87238	9693
1800	87293	9645
1801	87336	9596
1802	87378	9547
1803	87425	9498
1804	87479	9450
1805	87528	9402
1806	87584	9354
1807	87626	9305
1808	87675	9257
1809	87734	9209
1810	87777	9160
1811	87820	9111
1812	87870	9063
1813	87922	9015
1814	87967	8966
1815	88011	8917
1816	88051	8868
1817	88098	8819
1818	88141	8770
1819	88181	8721
1820	88221	8671
1821	88266	8623
1822	88306	8573
1823	88348	8524
1824	88400	8476
1825	88434	8426
1826	88476	8377
1827	88521	8329
1828	88564	8280
1829	88606	8231
1830	88649	8182
1831	88688	8132
1832	88735	8084
1833	88779	8035
1834	88828	7987
1835	88868	7938
1836	88911	7889
1837	88961	7841
1838	89017	7793
1839	89062	7744
1840	89104	7695
1841	89152	7647
1842	89198	7598
1843	89245	7550
1844	89291	7501
1845	89349	7453
1846	89396	7405
1847	89449	7357
1848	89498	7308
1849	89545	7260
1850	89588	7211
1851	89627	7162
1852	89670	7113
1853	89708	7064
1854	89754	7015
1855	89797	6967
1856	89847	6918
1857	89893	6870
1858	89943	6821
1859	89992	6773
1860	90031	6724
1861	90078	6676
1862	90124	6627
1863	90167	6578
1864	90209	6529
1865	90254	6481
1866	90304	6433
1867	90347	6384
1868	90394	6335
1869	90434	6286
1870	90479	6238
1871	90522	6189
1872	90565	6140
1873	90608	6092
1874	90646	6043
1875	90690	5994
1876	90733	5945
1877	90775	5897
1878	90821	5848
1879	90862	5799
1880	90902	5750
1881	90944	5702
1882	90980	5653
1883	91027	5604
1884	91066	5555
1885	91101	5506
1886	91141	5457
1887	91188	5409
1888	91230	5360
1889	91272	5312
1890	91309	5263
1891	91355	5214
1892	91401	5166
1893	91442	5117
1894	91493	5069
1895	91541	5021
1896	91588	4972
1897	91641	4924
1898	91685	4876
1899	91727	4827
1900	91765	4778
1901	91834	4731
1902	91896	4684
1903	91961	4636
1904	92014	4588
1905	92066	4540
1906	92119	4492
1907	92158	4443
1908	92196	4394
1909	92234	4346
1910	92284	4297
1911	92326	4249
1912	92373	4200
1913	92426	4152
1914	92482	4104
1915	92533	4056
1916	92586	4008
1917	92649	3961
1918	92706	3913
1919	92760	3865
1920	92815	3816
1921	92858	3768
1922	92904	3720
1923	92953	3671
1924	93003	3623
1925	93051	3575
1926	93104	3527
1927	93151	3478
1928	93203	3430
1929	93249	3382
1930	93303	3333
1931	93347	3285
1932	93396	3237
1933	93453	3189
1934	93501	3140
1935	93552	3092
1936	93603	3044
1937	93653	2996
1938	93701	2947
1939	93749	2899
1940	93800	2851
1941	93854	2803
1942	93900	2754
1943	93948	2706
1944	94000	2658
1945	94043	2609
1946	94094	2561
1947	94148	2513
1948	94196	2464
1949	94254	2416
1950	94305	2368
1951	94352	2320
1952	94401	2271
1953	94456	2223
1954	94503	2175
1955	94554	2126
1956	94601	2078
1957	94654	2030
1958	94698	1981
1959	94749	1933
1960	94800	1885
1961	94848	1837
1962	94895	1788
1963	94950	1740
1964	95005	1692
1965	95051	1643
1966	95110	1595
1967	95157	1547
1968	95207	1498
1969	95258	1450
1970	95311	1402
1971	95362	1354
1972	95412	1305
1973	95462	1257
1974	95509	1208
1975	95558	1160
1976	95605	1112
1977	95655	1063
1978	95702	1015
1979	95762	967
1980	95836	919
1981	95885	870
1982	95929	822
1983	95975	773
1984	96017	725
1985	96060	677
1986	96108	628
1987	96156	580
1988	96210	532
1989	96261	483
1990	96307	435
1991	96356	386
1992	96410	338
1993	96468	290
1994	96519	241
1995	96560	193
1996	96611	145
1997	96654	96
1998	96702	48
1999	96752	0
